,index,date,time,comp,round,day,venue,gf,ga,opponent,poss,sh,save%,season,team
4561,4561,2016-09-20,20:00,Bundesliga,Matchweek 4,Tue,Home,0.0,2.0,Eint Frankfurt,57.0,13.0,60.0,2017,Ingolstadt 04
4562,4562,2016-09-24,15:30,Bundesliga,Matchweek 5,Sat,Away,0.0,2.0,M'Gladbach,45.0,9.0,60.0,2017,Ingolstadt 04
4563,4563,2016-10-01,15:30,Bundesliga,Matchweek 6,Sat,Home,1.0,2.0,Hoffenheim,52.0,18.0,75.0,2017,Ingolstadt 04
4564,4564,2016-10-15,15:30,Bundesliga,Matchweek 7,Sat,Away,1.0,2.0,Köln,39.0,9.0,50.0,2017,Ingolstadt 04
4565,4565,2016-10-22,15:30,Bundesliga,Matchweek 8,Sat,Home,3.0,3.0,Dortmund,27.0,12.0,70.0,2017,Ingolstadt 04
4566,4566,2016-10-29,15:30,Bundesliga,Matchweek 9,Sat,Away,0.0,2.0,Mainz 05,45.0,5.0,85.7,2017,Ingolstadt 04
4567,4567,2016-11-05,15:30,Bundesliga,Matchweek 10,Sat,Home,0.0,2.0,Augsburg,49.0,16.0,60.0,2017,Ingolstadt 04
4568,4568,2016-11-19,15:30,Bundesliga,Matchweek 11,Sat,Away,1.0,0.0,Darmstadt 98,58.0,15.0,100.0,2017,Ingolstadt 04
4569,4569,2016-11-26,15:30,Bundesliga,Matchweek 12,Sat,Home,1.0,1.0,Wolfsburg,39.0,20.0,66.7,2017,Ingolstadt 04
4570,4570,2016-12-03,15:30,Bundesliga,Matchweek 13,Sat,Away,1.0,2.0,Werder Bremen,52.0,15.0,60.0,2017,Ingolstadt 04
4571,4571,2016-12-10,15:30,Bundesliga,Matchweek 14,Sat,Home,1.0,0.0,RB Leipzig,30.0,4.0,100.0,2017,Ingolstadt 04
4572,4572,2016-12-18,17:30,Bundesliga,Matchweek 15,Sun,Away,2.0,1.0,Leverkusen,40.0,17.0,66.7,2017,Ingolstadt 04
4573,4573,2016-12-21,20:00,Bundesliga,Matchweek 16,Wed,Home,1.0,2.0,Freiburg,54.0,18.0,75.0,2017,Ingolstadt 04
4574,4574,2017-01-21,15:30,Bundesliga,Matchweek 17,Sat,Away,0.0,1.0,Schalke 04,49.0,14.0,75.0,2017,Ingolstadt 04
4575,4575,2017-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,3.0,1.0,Hamburger SV,45.0,15.0,66.7,2017,Ingolstadt 04
4576,4576,2017-02-04,15:30,Bundesliga,Matchweek 19,Sat,Away,0.0,1.0,Hertha BSC,47.0,13.0,50.0,2017,Ingolstadt 04
4577,4577,2017-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,0.0,2.0,Bayern Munich,29.0,8.0,50.0,2017,Ingolstadt 04
4578,4578,2017-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,2.0,0.0,Eint Frankfurt,49.0,14.0,100.0,2017,Ingolstadt 04
4579,4579,2017-02-26,15:30,Bundesliga,Matchweek 22,Sun,Home,0.0,2.0,M'Gladbach,52.0,14.0,50.0,2017,Ingolstadt 04
4580,4580,2017-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,2.0,5.0,Hoffenheim,40.0,8.0,58.3,2017,Ingolstadt 04
4581,4581,2017-03-11,18:30,Bundesliga,Matchweek 24,Sat,Home,2.0,2.0,Köln,57.0,26.0,0.0,2017,Ingolstadt 04
4582,4582,2017-03-17,20:30,Bundesliga,Matchweek 25,Fri,Away,0.0,1.0,Dortmund,45.0,14.0,50.0,2017,Ingolstadt 04
4583,4583,2017-04-02,15:30,Bundesliga,Matchweek 26,Sun,Home,2.0,1.0,Mainz 05,44.0,12.0,50.0,2017,Ingolstadt 04
4584,4584,2017-04-05,20:00,Bundesliga,Matchweek 27,Wed,Away,3.0,2.0,Augsburg,44.0,13.0,75.0,2017,Ingolstadt 04
4585,4585,2017-04-09,17:30,Bundesliga,Matchweek 28,Sun,Home,3.0,2.0,Darmstadt 98,60.0,23.0,75.0,2017,Ingolstadt 04
4586,4586,2017-04-15,15:30,Bundesliga,Matchweek 29,Sat,Away,0.0,3.0,Wolfsburg,44.0,6.0,57.1,2017,Ingolstadt 04
4587,4587,2017-04-22,15:30,Bundesliga,Matchweek 30,Sat,Home,2.0,4.0,Werder Bremen,48.0,15.0,25.0,2017,Ingolstadt 04
4588,4588,2017-04-29,15:30,Bundesliga,Matchweek 31,Sat,Away,0.0,0.0,RB Leipzig,32.0,6.0,100.0,2017,Ingolstadt 04
4589,4589,2017-05-06,15:30,Bundesliga,Matchweek 32,Sat,Home,1.0,1.0,Leverkusen,50.0,10.0,80.0,2017,Ingolstadt 04
4590,4590,2017-05-13,15:30,Bundesliga,Matchweek 33,Sat,Away,1.0,1.0,Freiburg,46.0,23.0,75.0,2017,Ingolstadt 04
4591,4591,2017-05-20,15:30,Bundesliga,Matchweek 34,Sat,Home,1.0,1.0,Schalke 04,50.0,18.0,66.7,2017,Ingolstadt 04
4592,4592,2016-08-27,15:30,Bundesliga,Matchweek 1,Sat,Away,0.0,2.0,Köln,41.0,12.0,75.0,2017,Darmstadt 98
4593,4593,2016-09-10,15:30,Bundesliga,Matchweek 2,Sat,Home,1.0,0.0,Eint Frankfurt,23.0,8.0,100.0,2017,Darmstadt 98
4594,4594,2016-09-17,15:30,Bundesliga,Matchweek 3,Sat,Away,0.0,6.0,Dortmund,21.0,5.0,53.8,2017,Darmstadt 98
4595,4595,2016-09-20,20:00,Bundesliga,Matchweek 4,Tue,Home,1.0,1.0,Hoffenheim,29.0,12.0,75.0,2017,Darmstadt 98
4596,4596,2016-09-24,15:30,Bundesliga,Matchweek 5,Sat,Away,0.0,1.0,Augsburg,34.0,5.0,83.3,2017,Darmstadt 98
4597,4597,2016-10-01,15:30,Bundesliga,Matchweek 6,Sat,Home,2.0,2.0,Werder Bremen,40.0,9.0,71.4,2017,Darmstadt 98
4598,4598,2016-10-16,15:30,Bundesliga,Matchweek 7,Sun,Away,1.0,2.0,Mainz 05,51.0,13.0,75.0,2017,Darmstadt 98
4599,4599,2016-10-22,15:30,Bundesliga,Matchweek 8,Sat,Home,3.0,1.0,Wolfsburg,28.0,10.0,0.0,2017,Darmstadt 98
4600,4600,2016-10-29,15:30,Bundesliga,Matchweek 9,Sat,Home,0.0,2.0,RB Leipzig,34.0,4.0,50.0,2017,Darmstadt 98
4601,4601,2016-11-05,15:30,Bundesliga,Matchweek 10,Sat,Away,2.0,3.0,Leverkusen,30.0,7.0,25.0,2017,Darmstadt 98
4602,4602,2016-11-19,15:30,Bundesliga,Matchweek 11,Sat,Home,0.0,1.0,Ingolstadt 04,42.0,18.0,83.3,2017,Darmstadt 98
4603,4603,2016-11-27,15:30,Bundesliga,Matchweek 12,Sun,Away,1.0,3.0,Schalke 04,34.0,9.0,40.0,2017,Darmstadt 98
4604,4604,2016-12-04,15:30,Bundesliga,Matchweek 13,Sun,Home,0.0,2.0,Hamburger SV,54.0,10.0,60.0,2017,Darmstadt 98
4605,4605,2016-12-10,15:30,Bundesliga,Matchweek 14,Sat,Away,0.0,1.0,Freiburg,37.0,17.0,100.0,2017,Darmstadt 98
4606,4606,2016-12-18,15:30,Bundesliga,Matchweek 15,Sun,Home,0.0,1.0,Bayern Munich,21.0,10.0,50.0,2017,Darmstadt 98
4607,4607,2016-12-21,20:00,Bundesliga,Matchweek 16,Wed,Away,0.0,2.0,Hertha BSC,34.0,5.0,60.0,2017,Darmstadt 98
4608,4608,2017-01-21,15:30,Bundesliga,Matchweek 17,Sat,Home,0.0,0.0,M'Gladbach,34.0,8.0,100.0,2017,Darmstadt 98
4609,4609,2017-01-28,15:30,Bundesliga,Matchweek 18,Sat,Home,1.0,6.0,Köln,43.0,10.0,25.0,2017,Darmstadt 98
4610,4610,2017-02-05,17:30,Bundesliga,Matchweek 19,Sun,Away,0.0,2.0,Eint Frankfurt,29.0,4.0,80.0,2017,Darmstadt 98
4611,4611,2017-02-11,15:30,Bundesliga,Matchweek 20,Sat,Home,2.0,1.0,Dortmund,35.0,15.0,75.0,2017,Darmstadt 98
4612,4612,2017-02-18,15:30,Bundesliga,Matchweek 21,Sat,Away,0.0,2.0,Hoffenheim,42.0,7.0,75.0,2017,Darmstadt 98
4613,4613,2017-02-25,15:30,Bundesliga,Matchweek 22,Sat,Home,1.0,2.0,Augsburg,55.0,6.0,50.0,2017,Darmstadt 98
4614,4614,2017-03-04,15:30,Bundesliga,Matchweek 23,Sat,Away,0.0,2.0,Werder Bremen,58.0,15.0,66.7,2017,Darmstadt 98
4615,4615,2017-03-11,15:30,Bundesliga,Matchweek 24,Sat,Home,2.0,1.0,Mainz 05,42.0,11.0,80.0,2017,Darmstadt 98
4616,4616,2017-03-18,15:30,Bundesliga,Matchweek 25,Sat,Away,0.0,1.0,Wolfsburg,42.0,6.0,75.0,2017,Darmstadt 98
4617,4617,2017-04-01,15:30,Bundesliga,Matchweek 26,Sat,Away,0.0,4.0,RB Leipzig,40.0,11.0,60.0,2017,Darmstadt 98
4618,4618,2017-04-05,20:00,Bundesliga,Matchweek 27,Wed,Home,0.0,2.0,Leverkusen,40.0,13.0,71.4,2017,Darmstadt 98
4619,4619,2017-04-09,17:30,Bundesliga,Matchweek 28,Sun,Away,2.0,3.0,Ingolstadt 04,40.0,10.0,66.7,2017,Darmstadt 98
4620,4620,2017-04-16,17:30,Bundesliga,Matchweek 29,Sun,Home,2.0,1.0,Schalke 04,31.0,11.0,87.5,2017,Darmstadt 98
4621,4621,2017-04-22,15:30,Bundesliga,Matchweek 30,Sat,Away,2.0,1.0,Hamburger SV,45.0,9.0,85.7,2017,Darmstadt 98
4622,4622,2017-04-29,15:30,Bundesliga,Matchweek 31,Sat,Home,3.0,0.0,Freiburg,42.0,14.0,100.0,2017,Darmstadt 98
4623,4623,2017-05-06,15:30,Bundesliga,Matchweek 32,Sat,Away,0.0,1.0,Bayern Munich,33.0,13.0,87.5,2017,Darmstadt 98
4624,4624,2017-05-13,15:30,Bundesliga,Matchweek 33,Sat,Home,0.0,2.0,Hertha BSC,61.0,11.0,60.0,2017,Darmstadt 98
4625,4625,2017-05-20,15:30,Bundesliga,Matchweek 34,Sat,Away,2.0,2.0,M'Gladbach,38.0,13.0,80.0,2017,Darmstadt 98
4626,4626,2015-08-14,20:30,Bundesliga,Matchweek 1,Fri,Home,5.0,0.0,Hamburger SV,77.0,23.0,100.0,2016,Bayern Munich
4627,4627,2015-08-22,15:30,Bundesliga,Matchweek 2,Sat,Away,2.0,1.0,Hoffenheim,73.0,21.0,,2016,Bayern Munich
4628,4628,2015-08-29,18:30,Bundesliga,Matchweek 3,Sat,Home,3.0,0.0,Leverkusen,66.0,14.0,100.0,2016,Bayern Munich
4629,4629,2015-09-12,15:30,Bundesliga,Matchweek 4,Sat,Home,2.0,1.0,Augsburg,80.0,27.0,0.0,2016,Bayern Munich
4630,4630,2015-09-19,15:30,Bundesliga,Matchweek 5,Sat,Away,3.0,0.0,Darmstadt 98,80.0,18.0,100.0,2016,Bayern Munich
4631,4631,2015-09-22,20:00,Bundesliga,Matchweek 6,Tue,Home,5.0,1.0,Wolfsburg,63.0,18.0,50.0,2016,Bayern Munich
4632,4632,2015-09-26,15:30,Bundesliga,Matchweek 7,Sat,Away,3.0,0.0,Mainz 05,70.0,17.0,100.0,2016,Bayern Munich
4633,4633,2015-10-04,17:30,Bundesliga,Matchweek 8,Sun,Home,5.0,1.0,Dortmund,58.0,15.0,75.0,2016,Bayern Munich
4634,4634,2015-10-17,15:30,Bundesliga,Matchweek 9,Sat,Away,1.0,0.0,Werder Bremen,80.0,13.0,100.0,2016,Bayern Munich
4635,4635,2015-10-24,15:30,Bundesliga,Matchweek 10,Sat,Home,4.0,0.0,Köln,74.0,26.0,100.0,2016,Bayern Munich
4636,4636,2015-10-30,20:30,Bundesliga,Matchweek 11,Fri,Away,0.0,0.0,Eint Frankfurt,54.0,10.0,100.0,2016,Bayern Munich
4637,4637,2015-11-07,15:30,Bundesliga,Matchweek 12,Sat,Home,4.0,0.0,Stuttgart,74.0,33.0,100.0,2016,Bayern Munich
4638,4638,2015-11-21,18:30,Bundesliga,Matchweek 13,Sat,Away,3.0,1.0,Schalke 04,72.0,24.0,0.0,2016,Bayern Munich
4639,4639,2015-11-28,15:30,Bundesliga,Matchweek 14,Sat,Home,2.0,0.0,Hertha BSC,70.0,24.0,100.0,2016,Bayern Munich
4640,4640,2015-12-05,15:30,Bundesliga,Matchweek 15,Sat,Away,1.0,3.0,M'Gladbach,60.0,22.0,50.0,2016,Bayern Munich
4641,4641,2015-12-12,15:30,Bundesliga,Matchweek 16,Sat,Home,2.0,0.0,Ingolstadt 04,68.0,14.0,100.0,2016,Bayern Munich
4642,4642,2015-12-19,15:30,Bundesliga,Matchweek 17,Sat,Away,1.0,0.0,Hannover 96,79.0,20.0,100.0,2016,Bayern Munich
4643,4643,2016-01-22,20:30,Bundesliga,Matchweek 18,Fri,Away,2.0,1.0,Hamburger SV,70.0,20.0,50.0,2016,Bayern Munich
4644,4644,2016-01-31,17:30,Bundesliga,Matchweek 19,Sun,Home,2.0,0.0,Hoffenheim,74.0,30.0,100.0,2016,Bayern Munich
4645,4645,2016-02-06,18:30,Bundesliga,Matchweek 20,Sat,Away,0.0,0.0,Leverkusen,60.0,9.0,100.0,2016,Bayern Munich
4646,4646,2016-02-14,17:30,Bundesliga,Matchweek 21,Sun,Away,3.0,1.0,Augsburg,69.0,24.0,50.0,2016,Bayern Munich
4647,4647,2016-02-20,15:30,Bundesliga,Matchweek 22,Sat,Home,3.0,1.0,Darmstadt 98,81.0,37.0,80.0,2016,Bayern Munich
4648,4648,2016-02-27,15:30,Bundesliga,Matchweek 23,Sat,Away,2.0,0.0,Wolfsburg,67.0,14.0,100.0,2016,Bayern Munich
4649,4649,2016-03-02,20:00,Bundesliga,Matchweek 24,Wed,Home,1.0,2.0,Mainz 05,78.0,17.0,33.3,2016,Bayern Munich
4650,4650,2016-03-05,18:30,Bundesliga,Matchweek 25,Sat,Away,0.0,0.0,Dortmund,60.0,17.0,100.0,2016,Bayern Munich
4651,4651,2016-03-12,18:30,Bundesliga,Matchweek 26,Sat,Home,5.0,0.0,Werder Bremen,83.0,20.0,100.0,2016,Bayern Munich
4652,4652,2016-03-19,15:30,Bundesliga,Matchweek 27,Sat,Away,1.0,0.0,Köln,76.0,6.0,100.0,2016,Bayern Munich
4653,4653,2016-04-02,15:30,Bundesliga,Matchweek 28,Sat,Home,1.0,0.0,Eint Frankfurt,69.0,21.0,,2016,Bayern Munich
4654,4654,2016-04-09,15:30,Bundesliga,Matchweek 29,Sat,Away,3.0,1.0,Stuttgart,79.0,13.0,50.0,2016,Bayern Munich
4655,4655,2016-04-16,18:30,Bundesliga,Matchweek 30,Sat,Home,3.0,0.0,Schalke 04,67.0,14.0,100.0,2016,Bayern Munich
4656,4656,2016-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,2.0,0.0,Hertha BSC,75.0,6.0,,2016,Bayern Munich
4657,4657,2016-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,1.0,1.0,M'Gladbach,56.0,8.0,50.0,2016,Bayern Munich
4658,4658,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,2.0,1.0,Ingolstadt 04,58.0,12.0,100.0,2016,Bayern Munich
4659,4659,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,3.0,1.0,Hannover 96,65.0,20.0,80.0,2016,Bayern Munich
4660,4660,2015-08-15,18:30,Bundesliga,Matchweek 1,Sat,Home,4.0,0.0,M'Gladbach,59.0,18.0,100.0,2016,Dortmund
4661,4661,2015-08-23,15:30,Bundesliga,Matchweek 2,Sun,Away,4.0,0.0,Ingolstadt 04,66.0,18.0,100.0,2016,Dortmund
4662,4662,2015-08-30,15:30,Bundesliga,Matchweek 3,Sun,Home,3.0,1.0,Hertha BSC,61.0,15.0,75.0,2016,Dortmund
4663,4663,2015-09-12,15:30,Bundesliga,Matchweek 4,Sat,Away,4.0,2.0,Hannover 96,71.0,17.0,33.3,2016,Dortmund
4664,4664,2015-09-20,17:30,Bundesliga,Matchweek 5,Sun,Home,3.0,0.0,Leverkusen,58.0,22.0,100.0,2016,Dortmund
4665,4665,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Away,1.0,1.0,Hoffenheim,69.0,14.0,80.0,2016,Dortmund
4666,4666,2015-09-27,17:30,Bundesliga,Matchweek 7,Sun,Home,2.0,2.0,Darmstadt 98,77.0,15.0,33.3,2016,Dortmund
4667,4667,2015-10-04,17:30,Bundesliga,Matchweek 8,Sun,Away,1.0,5.0,Bayern Munich,42.0,10.0,50.0,2016,Dortmund
4668,4668,2015-10-16,20:30,Bundesliga,Matchweek 9,Fri,Away,2.0,0.0,Mainz 05,47.0,16.0,100.0,2016,Dortmund
4669,4669,2015-10-25,15:30,Bundesliga,Matchweek 10,Sun,Home,5.0,1.0,Augsburg,60.0,19.0,66.7,2016,Dortmund
4670,4670,2015-10-31,15:30,Bundesliga,Matchweek 11,Sat,Away,3.0,1.0,Werder Bremen,73.0,12.0,0.0,2016,Dortmund
4671,4671,2015-11-08,15:30,Bundesliga,Matchweek 12,Sun,Home,3.0,2.0,Schalke 04,63.0,14.0,33.3,2016,Dortmund
4672,4672,2015-11-20,20:30,Bundesliga,Matchweek 13,Fri,Away,1.0,3.0,Hamburger SV,68.0,21.0,33.3,2016,Dortmund
4673,4673,2015-11-29,15:30,Bundesliga,Matchweek 14,Sun,Home,4.0,1.0,Stuttgart,71.0,14.0,50.0,2016,Dortmund
4674,4674,2015-12-05,18:30,Bundesliga,Matchweek 15,Sat,Away,2.0,1.0,Wolfsburg,44.0,14.0,100.0,2016,Dortmund
4675,4675,2015-12-13,17:30,Bundesliga,Matchweek 16,Sun,Home,4.0,1.0,Eint Frankfurt,76.0,24.0,50.0,2016,Dortmund
4676,4676,2015-12-19,15:30,Bundesliga,Matchweek 17,Sat,Away,1.0,2.0,Köln,69.0,14.0,66.7,2016,Dortmund
4677,4677,2016-01-23,18:30,Bundesliga,Matchweek 18,Sat,Away,3.0,1.0,M'Gladbach,48.0,12.0,66.7,2016,Dortmund
4678,4678,2016-01-30,15:30,Bundesliga,Matchweek 19,Sat,Home,2.0,0.0,Ingolstadt 04,67.0,11.0,100.0,2016,Dortmund
4679,4679,2016-02-06,15:30,Bundesliga,Matchweek 20,Sat,Away,0.0,0.0,Hertha BSC,63.0,10.0,100.0,2016,Dortmund
4680,4680,2016-02-13,15:30,Bundesliga,Matchweek 21,Sat,Home,1.0,0.0,Hannover 96,71.0,14.0,100.0,2016,Dortmund
4681,4681,2016-02-21,15:30,Bundesliga,Matchweek 22,Sun,Away,1.0,0.0,Leverkusen,49.0,7.0,100.0,2016,Dortmund
4682,4682,2016-02-28,17:30,Bundesliga,Matchweek 23,Sun,Home,3.0,1.0,Hoffenheim,75.0,26.0,75.0,2016,Dortmund
4683,4683,2016-03-02,20:00,Bundesliga,Matchweek 24,Wed,Away,2.0,0.0,Darmstadt 98,69.0,13.0,100.0,2016,Dortmund
4684,4684,2016-03-05,18:30,Bundesliga,Matchweek 25,Sat,Home,0.0,0.0,Bayern Munich,40.0,11.0,100.0,2016,Dortmund
4685,4685,2016-03-13,17:30,Bundesliga,Matchweek 26,Sun,Home,2.0,0.0,Mainz 05,66.0,22.0,,2016,Dortmund
4686,4686,2016-03-20,17:30,Bundesliga,Matchweek 27,Sun,Away,3.0,1.0,Augsburg,76.0,13.0,75.0,2016,Dortmund
4687,4687,2016-04-02,18:30,Bundesliga,Matchweek 28,Sat,Home,3.0,2.0,Werder Bremen,71.0,24.0,33.3,2016,Dortmund
4688,4688,2016-04-10,15:30,Bundesliga,Matchweek 29,Sun,Away,2.0,2.0,Schalke 04,49.0,15.0,0.0,2016,Dortmund
4689,4689,2016-04-17,15:30,Bundesliga,Matchweek 30,Sun,Home,3.0,0.0,Hamburger SV,71.0,14.0,100.0,2016,Dortmund
4690,4690,2016-04-23,15:30,Bundesliga,Matchweek 31,Sat,Away,3.0,0.0,Stuttgart,54.0,16.0,100.0,2016,Dortmund
4691,4691,2016-04-30,15:30,Bundesliga,Matchweek 32,Sat,Home,5.0,1.0,Wolfsburg,63.0,20.0,75.0,2016,Dortmund
4692,4692,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,0.0,1.0,Eint Frankfurt,85.0,13.0,75.0,2016,Dortmund
4693,4693,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,2.0,2.0,Köln,83.0,13.0,60.0,2016,Dortmund
4694,4694,2015-08-15,15:30,Bundesliga,Matchweek 1,Sat,Home,2.0,1.0,Hoffenheim,58.0,25.0,50.0,2016,Bayer Leverkusen
4695,4695,2015-08-22,15:30,Bundesliga,Matchweek 2,Sat,Away,1.0,0.0,Hannover 96,60.0,11.0,100.0,2016,Bayer Leverkusen
4696,4696,2015-08-29,18:30,Bundesliga,Matchweek 3,Sat,Away,0.0,3.0,Bayern Munich,34.0,10.0,75.0,2016,Bayer Leverkusen
4697,4697,2015-09-12,15:30,Bundesliga,Matchweek 4,Sat,Home,0.0,1.0,Darmstadt 98,72.0,16.0,66.7,2016,Bayer Leverkusen
4698,4698,2015-09-20,17:30,Bundesliga,Matchweek 5,Sun,Away,0.0,3.0,Dortmund,42.0,8.0,77.8,2016,Bayer Leverkusen
4699,4699,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Home,1.0,0.0,Mainz 05,66.0,20.0,100.0,2016,Bayer Leverkusen
4700,4700,2015-09-26,15:30,Bundesliga,Matchweek 7,Sat,Away,3.0,0.0,Werder Bremen,63.0,17.0,,2016,Bayer Leverkusen
4701,4701,2015-10-04,17:30,Bundesliga,Matchweek 8,Sun,Home,1.0,1.0,Augsburg,64.0,22.0,0.0,2016,Bayer Leverkusen
4702,4702,2015-10-17,15:30,Bundesliga,Matchweek 9,Sat,Away,0.0,0.0,Hamburger SV,52.0,10.0,100.0,2016,Bayer Leverkusen
4703,4703,2015-10-24,15:30,Bundesliga,Matchweek 10,Sat,Home,4.0,3.0,Stuttgart,63.0,19.0,50.0,2016,Bayer Leverkusen
4704,4704,2015-10-31,18:30,Bundesliga,Matchweek 11,Sat,Away,1.0,2.0,Wolfsburg,51.0,14.0,60.0,2016,Bayer Leverkusen
4705,4705,2015-11-07,15:30,Bundesliga,Matchweek 12,Sat,Home,1.0,2.0,Köln,52.0,12.0,75.0,2016,Bayer Leverkusen
4706,4706,2015-11-21,15:30,Bundesliga,Matchweek 13,Sat,Away,3.0,1.0,Eint Frankfurt,58.0,17.0,0.0,2016,Bayer Leverkusen
4707,4707,2015-11-29,17:30,Bundesliga,Matchweek 14,Sun,Home,1.0,1.0,Schalke 04,56.0,18.0,75.0,2016,Bayer Leverkusen
4708,4708,2015-12-05,15:30,Bundesliga,Matchweek 15,Sat,Away,1.0,2.0,Hertha BSC,41.0,8.0,50.0,2016,Bayer Leverkusen
4709,4709,2015-12-12,18:30,Bundesliga,Matchweek 16,Sat,Home,5.0,0.0,M'Gladbach,46.0,14.0,100.0,2016,Bayer Leverkusen
4710,4710,2015-12-19,15:30,Bundesliga,Matchweek 17,Sat,Away,1.0,0.0,Ingolstadt 04,49.0,9.0,100.0,2016,Bayer Leverkusen
4711,4711,2016-01-23,15:30,Bundesliga,Matchweek 18,Sat,Away,1.0,1.0,Hoffenheim,64.0,17.0,66.7,2016,Bayer Leverkusen
4712,4712,2016-01-30,15:30,Bundesliga,Matchweek 19,Sat,Home,3.0,0.0,Hannover 96,58.0,14.0,100.0,2016,Bayer Leverkusen
4713,4713,2016-02-06,18:30,Bundesliga,Matchweek 20,Sat,Home,0.0,0.0,Bayern Munich,40.0,6.0,100.0,2016,Bayer Leverkusen
4714,4714,2016-02-13,15:30,Bundesliga,Matchweek 21,Sat,Away,2.0,1.0,Darmstadt 98,62.0,15.0,83.3,2016,Bayer Leverkusen
4715,4715,2016-02-21,15:30,Bundesliga,Matchweek 22,Sun,Home,0.0,1.0,Dortmund,51.0,9.0,50.0,2016,Bayer Leverkusen
4716,4716,2016-02-28,17:30,Bundesliga,Matchweek 23,Sun,Away,1.0,3.0,Mainz 05,60.0,13.0,60.0,2016,Bayer Leverkusen
4717,4717,2016-03-02,20:00,Bundesliga,Matchweek 24,Wed,Home,1.0,4.0,Werder Bremen,64.0,16.0,0.0,2016,Bayer Leverkusen
4718,4718,2016-03-05,15:30,Bundesliga,Matchweek 25,Sat,Away,3.0,3.0,Augsburg,57.0,20.0,40.0,2016,Bayer Leverkusen
4719,4719,2016-03-13,15:30,Bundesliga,Matchweek 26,Sun,Home,1.0,0.0,Hamburger SV,44.0,14.0,100.0,2016,Bayer Leverkusen
4720,4720,2016-03-20,15:30,Bundesliga,Matchweek 27,Sun,Away,2.0,0.0,Stuttgart,45.0,15.0,100.0,2016,Bayer Leverkusen
4721,4721,2016-04-01,20:30,Bundesliga,Matchweek 28,Fri,Home,3.0,0.0,Wolfsburg,45.0,12.0,100.0,2016,Bayer Leverkusen
4722,4722,2016-04-10,17:30,Bundesliga,Matchweek 29,Sun,Away,2.0,0.0,Köln,48.0,12.0,100.0,2016,Bayer Leverkusen
4723,4723,2016-04-16,15:30,Bundesliga,Matchweek 30,Sat,Home,3.0,0.0,Eint Frankfurt,62.0,12.0,100.0,2016,Bayer Leverkusen
4724,4724,2016-04-23,18:30,Bundesliga,Matchweek 31,Sat,Away,3.0,2.0,Schalke 04,44.0,16.0,66.7,2016,Bayer Leverkusen
4725,4725,2016-04-30,18:30,Bundesliga,Matchweek 32,Sat,Home,2.0,1.0,Hertha BSC,52.0,19.0,66.7,2016,Bayer Leverkusen
4726,4726,2016-05-07,15:30,Bundesliga,Matchweek 33,Sat,Away,1.0,2.0,M'Gladbach,40.0,17.0,66.7,2016,Bayer Leverkusen
4727,4727,2016-05-14,15:30,Bundesliga,Matchweek 34,Sat,Home,3.0,2.0,Ingolstadt 04,42.0,10.0,66.7,2016,Bayer Leverkusen
4728,4728,2015-08-15,18:30,Bundesliga,Matchweek 1,Sat,Away,0.0,4.0,Dortmund,41.0,5.0,33.3,2016,Monchengladbach
4729,4729,2015-08-23,17:30,Bundesliga,Matchweek 2,Sun,Home,1.0,2.0,Mainz 05,69.0,15.0,50.0,2016,Monchengladbach
4730,4730,2015-08-30,17:30,Bundesliga,Matchweek 3,Sun,Away,1.0,2.0,Werder Bremen,62.0,9.0,75.0,2016,Monchengladbach
4731,4731,2015-09-11,20:30,Bundesliga,Matchweek 4,Fri,Home,0.0,3.0,Hamburger SV,56.0,13.0,40.0,2016,Monchengladbach
4732,4732,2015-09-19,15:30,Bundesliga,Matchweek 5,Sat,Away,0.0,1.0,Köln,60.0,9.0,80.0,2016,Monchengladbach
4733,4733,2015-09-23,20:00,Bundesliga,Matchweek 6,Wed,Home,4.0,2.0,Augsburg,49.0,21.0,100.0,2016,Monchengladbach
4734,4734,2015-09-26,15:30,Bundesliga,Matchweek 7,Sat,Away,3.0,1.0,Stuttgart,49.0,9.0,100.0,2016,Monchengladbach
4735,4735,2015-10-03,15:30,Bundesliga,Matchweek 8,Sat,Home,2.0,0.0,Wolfsburg,49.0,10.0,100.0,2016,Monchengladbach
4736,4736,2015-10-17,18:30,Bundesliga,Matchweek 9,Sat,Away,5.0,1.0,Eint Frankfurt,51.0,16.0,100.0,2016,Monchengladbach
4737,4737,2015-10-25,17:30,Bundesliga,Matchweek 10,Sun,Home,3.0,1.0,Schalke 04,60.0,17.0,80.0,2016,Monchengladbach
4738,4738,2015-10-31,15:30,Bundesliga,Matchweek 11,Sat,Away,4.0,1.0,Hertha BSC,58.0,11.0,100.0,2016,Monchengladbach
